temperature,humidity,wind_speed,rainfall,recommended_sensitivity,explanation
31.7,41.1,10.6,0.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.7,31.5,9.3,0.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.4,61.0,20.2,11.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.7,80.3,15.6,66.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.2,65.7,22.9,7.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.0,32.3,11.7,3.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.1,82.6,20.1,30.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.3,54.8,20.3,19.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.4,50.9,23.1,19.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.3,96.3,41.8,74.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.1,96.0,34.3,78.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.8,78.2,23.9,56.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.1,49.6,14.4,17.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.5,90.3,27.8,42.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.0,74.2,31.2,30.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
20.3,84.7,49.7,63.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
18.8,72.7,29.5,55.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
18.3,76.9,23.8,22.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.7,78.7,31.1,23.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.4,92.7,24.9,48.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.1,81.5,49.5,66.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.5,60.6,22.7,11.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.3,92.3,31.7,35.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
20.5,94.5,31.9,79.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
39.1,24.1,5.0,4.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.4,88.5,29.9,37.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
15.2,92.5,39.6,88.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.4,74.4,35.0,21.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.0,39.7,16.2,0.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.2,89.3,28.7,50.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
44.4,35.3,12.7,4.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.4,87.3,42.0,61.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
20.8,76.6,27.5,26.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.3,95.2,31.1,73.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.7,60.4,21.2,16.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
41.8,22.3,11.8,0.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.1,80.1,20.5,25.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
16.3,92.5,45.3,74.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
17.0,98.7,39.4,60.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.9,81.6,32.9,60.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
34.2,26.3,6.9,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.8,84.4,23.6,67.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
33.3,20.5,10.5,1.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.6,71.1,32.9,59.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
42.9,33.5,11.8,0.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.5,59.4,23.0,16.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.6,79.0,25.1,43.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.9,28.8,6.7,3.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.2,86.6,34.4,69.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
33.0,23.4,17.2,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.5,22.4,16.8,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.4,54.5,20.5,12.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.4,56.0,18.9,13.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.1,44.3,9.3,2.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.9,71.9,18.5,27.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
39.9,35.3,15.4,1.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.0,61.1,21.9,10.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.9,29.6,17.2,0.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.7,85.6,38.2,70.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.2,79.7,19.2,22.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
15.6,94.6,41.4,91.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.1,70.9,22.7,62.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.4,71.8,17.9,49.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.1,49.6,17.6,15.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.3,24.8,5.2,1.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.8,98.3,36.3,61.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.9,75.4,18.4,46.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.9,86.9,33.9,64.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.8,45.8,11.0,18.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.9,24.4,17.5,3.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.0,70.7,28.0,69.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
21.3,90.1,24.8,59.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.3,89.9,39.9,76.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.7,93.6,29.3,23.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
34.6,32.8,8.9,1.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.4,89.8,49.2,75.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.8,23.0,14.9,0.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.7,81.6,27.0,55.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
44.5,28.9,14.0,1.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.3,22.7,5.9,2.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.7,87.6,32.4,44.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.2,27.9,15.6,0.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
16.5,86.9,47.3,66.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.8,70.2,21.9,24.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.5,86.5,18.6,36.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
17.2,83.9,43.0,63.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
42.8,36.3,12.3,4.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.7,67.9,14.2,14.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.4,81.6,17.9,44.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.4,87.4,26.4,47.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
40.3,42.1,8.0,4.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.0,24.7,6.7,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.9,79.4,17.4,32.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.7,63.2,15.1,8.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.0,66.6,24.0,17.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.2,81.9,46.8,73.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.4,50.9,10.7,16.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.4,87.2,35.6,68.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.0,45.7,18.3,6.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.6,47.3,14.7,12.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.4,44.1,15.2,1.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.8,91.7,22.2,55.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.4,61.1,10.9,12.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
33.2,20.1,9.9,1.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.0,55.1,10.2,13.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.5,23.0,17.8,2.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.5,85.8,31.0,34.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.6,48.6,19.6,12.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.1,78.6,25.8,57.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.4,74.1,17.8,20.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.7,81.6,30.6,69.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
35.6,27.4,8.3,3.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.0,72.9,33.1,66.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
34.4,34.5,9.6,4.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.4,42.4,17.7,3.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.7,55.6,23.8,7.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.2,22.3,17.4,3.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.4,81.1,40.4,70.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
42.5,30.5,10.7,0.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.7,54.1,15.0,18.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.3,88.6,24.0,29.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
38.6,27.5,5.9,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.7,44.4,13.0,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.6,81.1,27.3,30.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.4,92.6,15.5,65.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
38.8,36.3,17.7,2.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.4,93.6,20.7,33.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.2,85.2,41.1,74.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.1,71.4,28.6,52.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
44.8,44.1,12.5,0.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.7,42.1,11.7,0.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.3,65.8,13.8,12.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.1,49.6,23.9,18.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.4,89.1,17.4,62.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.2,91.4,31.2,58.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.2,55.8,13.3,5.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.8,34.1,11.9,0.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.6,80.0,17.8,54.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
16.6,80.3,30.3,79.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.7,77.3,33.2,35.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.1,94.7,17.3,35.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.6,83.8,21.1,25.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.9,79.3,24.9,50.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
35.7,38.4,7.9,3.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.3,89.8,30.9,87.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
40.0,21.0,10.3,3.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.0,85.3,43.7,72.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.6,48.8,18.7,12.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.5,30.8,17.1,4.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.6,70.2,28.6,29.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.3,88.2,19.3,32.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.1,44.9,7.5,0.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.6,90.1,30.0,27.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
45.0,31.5,17.0,0.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.1,42.1,14.8,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.5,43.3,15.3,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.9,81.3,32.0,75.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.3,60.9,10.3,13.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
38.2,21.1,8.9,3.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.7,80.1,33.0,20.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
40.2,43.6,16.7,2.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.1,77.0,34.0,60.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.0,25.1,14.0,0.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.2,65.2,22.5,6.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.9,67.8,21.4,13.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.1,36.2,5.0,4.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.3,72.8,16.6,34.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.4,87.3,23.1,60.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.8,92.2,18.2,44.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.4,92.5,28.2,29.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.3,49.4,13.0,12.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.9,77.8,33.3,43.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.5,57.3,19.0,5.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.9,90.6,31.4,73.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.4,49.3,17.7,8.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.9,85.9,19.5,57.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
19.9,94.0,18.7,42.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.5,59.8,13.7,16.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.5,24.4,10.7,3.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.6,47.1,16.5,18.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.9,40.4,10.1,2.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.6,70.9,16.7,55.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
43.3,20.0,8.8,0.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
15.5,91.2,45.1,65.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.3,49.6,22.2,13.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
43.9,40.1,6.7,2.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.2,39.0,12.9,3.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.6,33.9,16.2,0.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.7,55.3,18.2,14.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.2,84.9,44.8,93.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
42.9,26.8,7.9,2.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.2,59.1,20.3,9.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.6,43.2,11.7,3.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.8,67.6,12.9,14.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.0,20.1,9.6,4.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.8,32.0,11.7,3.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.6,71.8,23.0,25.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.5,74.0,20.8,31.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.4,80.6,34.3,70.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.1,80.2,44.6,72.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
36.2,41.3,13.0,3.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
37.4,38.1,11.5,3.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.9,27.6,7.2,2.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.4,21.1,16.5,2.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.7,58.0,13.2,7.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
43.6,32.4,14.7,0.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
43.3,44.8,11.2,2.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.7,81.0,38.1,91.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.8,88.2,49.5,87.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.8,56.0,16.1,17.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.0,62.6,11.4,6.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.8,90.4,32.3,68.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
21.2,89.6,22.7,29.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.3,24.9,16.3,2.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.0,68.8,18.8,10.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.4,93.7,40.3,90.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.6,36.0,7.5,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.6,47.6,22.0,10.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.0,97.3,33.2,89.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.8,93.8,35.9,97.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
41.9,26.9,16.0,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.2,93.0,24.5,37.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.8,89.7,48.8,62.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
19.5,97.3,49.5,77.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
19.3,89.7,20.7,31.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.8,57.2,15.4,13.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.3,26.8,12.8,2.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.7,78.2,24.0,69.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.0,86.8,33.5,46.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
17.6,98.5,40.6,75.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.8,48.0,20.1,10.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.3,57.7,24.9,10.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.2,59.1,11.2,19.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.4,63.1,19.3,14.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.2,31.5,10.9,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.8,80.3,16.2,36.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.6,76.9,16.1,35.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.2,79.5,15.1,42.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.6,75.7,23.3,67.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.3,92.9,40.7,79.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.3,72.7,26.5,53.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.5,94.6,22.9,67.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.2,95.4,45.5,92.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
44.7,39.4,5.9,2.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.8,91.3,23.2,40.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
38.4,25.2,11.9,1.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.0,23.2,13.9,3.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.8,29.9,15.5,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.7,29.9,8.5,4.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.4,28.4,6.3,0.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
43.6,36.3,16.0,3.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.9,83.3,30.2,60.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
33.7,29.6,5.3,3.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.2,46.0,23.9,14.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.8,90.2,15.3,33.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.3,86.5,43.8,87.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.2,66.1,19.8,7.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.4,97.0,46.1,69.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.4,52.8,12.3,6.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.4,94.1,16.7,63.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.9,98.3,45.4,62.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
33.2,33.4,5.8,3.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.5,49.5,16.1,17.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.1,87.5,32.9,34.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.7,89.0,25.8,56.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.0,46.3,23.1,19.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.1,85.0,32.9,54.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.2,51.6,12.7,14.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.4,91.6,31.1,52.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
41.4,39.6,18.0,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.2,76.1,30.3,58.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
43.0,27.9,9.9,4.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.9,39.0,13.7,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.9,71.5,27.3,53.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
39.4,39.6,9.5,3.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.3,64.8,13.5,9.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.7,85.0,47.8,90.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
21.1,70.4,26.7,28.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
19.3,78.9,33.5,67.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
19.4,83.8,30.5,61.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.5,74.7,27.5,64.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.9,95.4,37.4,73.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.6,97.8,36.0,79.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.2,58.7,13.3,19.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.5,71.8,26.6,37.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.5,56.1,16.6,18.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.8,91.3,39.6,89.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
36.7,25.0,13.9,0.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.6,61.1,22.9,15.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.8,90.8,30.1,37.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.5,81.7,32.9,65.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.1,78.9,24.0,36.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
18.4,73.3,24.7,64.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
41.9,34.6,5.6,2.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.6,90.6,33.4,32.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
32.2,35.7,8.3,4.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.8,72.5,24.7,65.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.0,21.4,7.5,2.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.6,71.8,22.9,60.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
36.5,44.5,15.1,2.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.0,20.7,14.0,1.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.7,69.7,20.6,13.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.8,80.2,30.1,89.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
